"";"Company";"Year";"DateFactor";"AmihudMin";"Amihud1stQ";"AmihudMed";"AmihudMean";"Amihud3rdQ";"AmihudMax";"BidAskMin";"BidAsk1stQ";"BidAskMed";"BidAskMean";"BidAsk3rdQ";"BidAskMax";"AmihudV2Min";"AmihudV21stQ";"AmihudV2Med";"AmihudV2Mean";"AmihudV23rdQ";"AmihudV2Max";"CSR";"BusinessType";"NationCode";"NationFactor";"LegalOrigin";"LegalOriginCode";"Aktienkurs";"BidKurs";"AskKurs";"HandelsvolumenTsd";"TotalAssests";"ROEin";"MarketBeta";"MTB";"DividendeproAktieDPS";"dividendyield";"Marktkapitalisierung";"AnzahlausstehenderAktien";"NetIncome";"OperatingIncome";"EBIT";"EBITDA";"LeverageRatioTotalDebtCommonEquity";"TotalDebt";"SolvencyRatio";"Asset4CSR";"TGwennMutterauchinListe1";"ROA";"M1";"Handelsvolumen";"DollarVolume";"DebtRatio";"LogTotalAssets";"LogMarktkapitalisierung";"DividendBinary";"BidAskMean_Annual";"AktienkursVorjahr";"Kursrendite";"AmihudMean_Annual";"Aktienrendite";"Turnover";"logAktienkurs";"ReturnVolatility";"AmihudMean6";"LegalDummy_Binary";"LegalDummy_English";"LegalDummy_German";"LegalDummy_French";"LegalDummy_Scand";"LegalDummy_Soc";"CSR_Lag1";"CSR_Lag2";"CSR_Lag3";"CSR_Lag4";"Asset4CSR_Lag1";"Asset4CSR_Lag2";"Asset4CSR_Lag3";"Asset4CSR_Lag4";"Turnover_Lag1";"YearDummy_08";"YearDummy_09";"BComposite";"BLife";"BNonLife"
"IndustrialAl-2011";"HyundaiMarin";2011;"2011-01-01";-8,95e-07;-1,82e-07;-1,05e-07;-1,43e-07;-5,14e-08;0;0,0013;0,00158;0,00183;0,00247;0,00302;0,0116;-8,95e-09;-1,82e-09;-1,05e-09;-1,43e-09;-5,14e-10;0;30;"Non-Life";410;"KOREA (SOUTH)";"German";3;26,34;26,34;26,39;200025,5;12394789;15,39;1,011;1,51;0,649;2,46;2282531;80415;148038;223230;215697;752;4,75;47965;1626;60,82;FALSE;0,0119435675750511;26,365;200025500;5268671670;0,00386977140151397;23,2405419792955;21,5485507519403;TRUE;0,00189645363170873;18,02;46,1709211986681;-8,76329449607744e-09;0,49772475027747;2,48741528321831;3,27108869631514;0,733413907224944;-0,143;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;14;13;13;68.12;80.95;71.3;64.11;13;0.570657604483396;TRUE;TRUE;FALSE;FALSE;TRUE
"IndustrialAl-2012";"HyundaiMarin";2012;"2012-01-01";-1,36e-06;-2,47e-07;-1,45e-07;-1,81e-07;-7,25e-08;0;0,00124;0,0016;0,00278;0,00362;0,00439;0,02;-1,36e-08;-2,47e-09;-1,45e-09;-1,81e-09;-7,25e-10;0;32;"Non-Life";410;"KOREA (SOUTH)";"German";3;28,04;28,04;28,08;109262,9;15998324;27,37;-0,196;1,4;1,194;4,26;2318743;80415;363995;500090;498375;1155;3,21;47767;41;52,66;FALSE;0,0227520707794141;28,06;109262900;3063731716;0,00298575025733946;23,4957498036995;21,5642910654475;TRUE;0,00142551674982178;26,34;6,4540622627183;-2,10660155764032e-09;0,109870918754746;1,35873779767456;3,33363206216639;0,562820619565798;-0,181;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;15;14;13;85.49;68.12;80.95;71.3;13;0.426405196932305;TRUE;TRUE;FALSE;FALSE;TRUE
"IndustrialAl-2013";"HyundaiMarin";2013;"2013-01-01";-9,61e-07;-2,57e-07;-1,55e-07;-1,86e-07;-7,19e-08;0;0,00121;0,00148;0,00173;0,00238;0,00192;0,0124;-9,61e-09;-2,57e-09;-1,55e-09;-1,86e-09;-7,19e-10;0;32;"Non-Life";410;"KOREA (SOUTH)";"German";3;26,95;26,86;26,95;64444,9;21963775;15,02;0,325;1,33;0,94;3,49;2285831;80415;249337;429687;343796;973;0;0;1481;51,45;FALSE;0,0113521924168318;26,905;64444900;1736790055;0;23,8126603422749;21,5499954713272;TRUE;0,00334510314068017;28,04;-3,88730385164051;-2,23821161354096e-09;-0,00534950071326676;0,801403966921594;3,29398329735501;0,440190759227501;-0,186;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;14;15;14;67.39;85.49;68.12;80.95;13;0.614507162946036;TRUE;TRUE;FALSE;FALSE;TRUE
"IndustrialAl-2014";"HyundaiMarin";2014;"2014-01-01";-7,87e-07;-2,26e-07;-1,31e-07;-1,63e-07;-6,13e-08;0;0,00128;0,00169;0,00177;0,00247;0,00314;0,0189;-7,87e-09;-2,26e-09;-1,31e-09;-1,63e-09;-6,13e-10;0;14;"Non-Life";410;"KOREA (SOUTH)";"German";3;31,59;31,34;31,59;56375,9;26794182;10,95;-2,029;1,27;0,737;2,53;2054312;80415;230865;84649;289864;873;3,5;77868;1477;57,65;FALSE;0,00861623616649316;31,465;56375900;1780914681;0,00290615328357477;24,0114506113436;21,4432068356515;TRUE;0,00794533608771651;26,95;17,2170686456401;-9,66754271959218e-09;0,199517625231911;0,701061990922092;3,45284061481399;0,340613859606054;-0,163;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;10;14;15;75.78;67.39;85.49;68.12;14;0.515433552777274;TRUE;TRUE;FALSE;FALSE;TRUE
"IndustrialAl-2015";"HyundaiMarin";2015;"2015-01-01";-9,5e-07;-2,73e-07;-1,6e-07;-1,96e-07;-7,38e-08;0;0,00129;0,00165;0,00202;0,00294;0,00323;0,0137;-9,5e-09;-2,73e-09;-1,6e-09;-1,96e-09;-7,38e-10;0;12;"Non-Life";410;"KOREA (SOUTH)";"German";3;23,86;23,86;24,03;70727,6;26437017;9,13;0,67;1,07;0,628;2,63;2406717;79735;177767;-93810;256909;785;21,63;432107;1391;55,25;FALSE;0,00672417012857389;23,945;70727600;1687560536;0,0163447714240983;23,9980310240825;21,6015294150918;TRUE;0,00709960325746509;31,59;-24,4697689142134;-1,45000834731576e-08;-0,224817980373536;0,887033297798959;3,17220341666977;0,493459927122561;-0,196;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;16;10;14;71.3;75.78;67.39;85.49;15;0.464665839741999;TRUE;TRUE;FALSE;FALSE;TRUE
"INGGroup-2005";"IndustrialAl";2005;"2005-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Life";124;"CANADA";"English";1;23,37;NA;NA;16393,8;16127783;10,27;0,664;1,64;0,417;1,79;1974309;81366;110347;178458;173367;1;29,35;333462;1;NA;FALSE;0,00684204394367161;NA;16393800;383123106;0,0206762454579157;23,5038092738837;21,4034843006618;TRUE;NA;NA;NA;NA;NA;0,201482191578792;3,15145314855077;NA;NA;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE;TRUE;FALSE
"INGGroup-2006";"IndustrialAl";2006;"2006-01-01";-7,47e-07;-2,56e-07;-1,32e-07;-2,14e-07;-6,82e-08;-1,13e-08;0,000635;0,0024;0,00413;0,00448;0,00665;0,0108;-7,47e-09;-2,56e-09;-1,32e-09;-2,14e-09;-6,82e-10;-1,13e-10;NA;"Life";124;"CANADA";"English";1;30,41;NA;NA;46484,7;20127859;16;0,117;1,81;0,542;1,9;2606846;79898;205749;290432;286550;1;22,57;302981;205;NA;FALSE;0,0102221006218297;NA;46484700;1413599727;0,0150528180866132;23,725370712273;21,681406898423;TRUE;NA;23,37;30,1240907145913;-2,1310198267655e-08;0,324433033804022;0,581800545695762;3,41477150168927;0,340040204038199;-0,214;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA;95.04;NA;NA;NA;NA;1.01590356833324;FALSE;FALSE;FALSE;TRUE;FALSE
"INGGroup-2007";"IndustrialAl";2007;"2007-01-01";-2,24e-06;-2,62e-07;-1,38e-07;-2,04e-07;-6,1e-08;0;0,000239;0,00204;0,00334;0,0039;0,00545;0,0142;-2,24e-08;-2,62e-09;-1,38e-09;-2,04e-09;-6,1e-10;0;13;"Life";124;"CANADA";"English";1;36,91;36,75;36,91;39259,7;24048867;15,31;0,794;1,86;0,722;2,06;3228707;79819;229896;302095;299245;1;20,43;324895;178;64,11;FALSE;0,0095595355905956;36,83;39259700;1449075527;0,0135097840576024;23,9033537222014;21,8953475844382;TRUE;0,00434428455063797;30,41;21,3745478461032;-1,47504718461947e-08;0,237487668530089;0,49185908117115;3,60848251704191;0,436120550638314;-0,204;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;33;NA;NA;97.68;95.04;NA;NA;NA;1.05849499947709;FALSE;FALSE;FALSE;TRUE;FALSE
"INGGroup-2008";"IndustrialAl";2008;"2008-01-01";-2,7e-06;-5,74e-07;-2,69e-07;-4,09e-07;-1,13e-07;0;0;0,002;0,00416;0,00573;0,00768;0,0344;-2,7e-08;-5,74e-09;-2,69e-09;-4,09e-09;-1,13e-09;0;13;"Life";124;"CANADA";"English";1;32,98;32,86;33,01;42734,8;23254103;3,84;0,856;1,58;0,898;2,84;1788537;80308;63058;84077;87899;1;21,93;368794;196;71,3;FALSE;0,00271169350200264;32,935;42734800;1409393704;0,0158593087852066;23,8697474265285;21,3046638041765;TRUE;0,00455442538333076;36,91;-10,6475209970198;-7,55468174051422e-09;-0,0821457599566513;0,532136275339941;3,49590131713145;0,865964868626561;-0,409;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;33;33;NA;96.78;97.68;95.04;NA;NA;1.39283711979496;TRUE;FALSE;FALSE;TRUE;FALSE
"INGGroup-2009";"IndustrialAl";2009;"2009-01-01";-2,89e-06;-8,47e-07;-4,11e-07;-5,99e-07;-2,13e-07;-2,72e-09;0;0,00324;0,00508;0,00641;0,00913;0,0295;-2,89e-08;-8,47e-09;-4,11e-09;-5,99e-09;-2,13e-09;-2,72e-11;13;"Life";124;"CANADA";"English";1;26,52;26,51;26,52;65558,6;26915180;11,47;0,614;1,26;0,907;3,42;2399054;80489;190684;321201;321201;1;29,95;508183;195;80,95;FALSE;0,00708462659361743;26,515;65558600;1738614072;0,0188809066110648;24,0159562766576;21,5983403299295;TRUE;0,000377145012257138;32,98;-19,5876288659794;-1,12662316618514e-08;-0,168374772589448;0,814503845245934;3,27789916531766;0,626619432160836;-0,599;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;32;33;33;97.45;96.78;97.68;95.04;NA;2.04734670309498;TRUE;TRUE;FALSE;TRUE;FALSE
"INGGroup-2010";"IndustrialAl";2010;"2010-01-01";-3,27e-06;-3,45e-07;-1,9e-07;-2,53e-07;-7,99e-08;0;0,000284;0,00256;0,00405;0,00429;0,00559;0,0173;-3,27e-08;-3,45e-09;-1,9e-09;-2,53e-09;-7,99e-10;0;14;"Life";124;"CANADA";"English";1;29,16;29,09;29,16;47858,2;32050316;12,84;0,467;1,23;0,933;3,2;2938132;83865;238890;368329;368329;1;27,1;539645;242;68,12;FALSE;0,00745359265724556;29,125;47858200;1395545112;0,0168374314936552;24,1905728798589;21,8010398422116;TRUE;0,00240343347639486;26,52;9,95475113122173;-7,13323486621266e-09;0,13472850678733;0,570657604483396;3,37279790714046;0,496396219960705;-0,253;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;25;32;33;96.3;97.45;96.78;97.68;33;1.68915506720282;TRUE;TRUE;FALSE;TRUE;FALSE
"INGGroup-2011";"IndustrialAl";2011;"2011-01-01";-1,95e-06;-4,17e-07;-1,88e-07;-2,93e-07;-8,83e-08;0;0,000348;0,0033;0,00468;0,00524;0,00632;0,0331;-1,95e-08;-4,17e-09;-1,88e-09;-2,93e-09;-8,83e-10;0;15;"Life";124;"CANADA";"English";1;34,44;34,29;34,61;38530,4;37247674;4,83;0,597;1,28;0,989;2,87;2398494;90361;103993;167600;167600;1;35,77;810742;1474;85,49;FALSE;0,00279193272578578;34,45;38530400;1326986976;0,0217662450546576;24,3408553368693;21,5981068773398;TRUE;0,00928882438316401;29,16;18,1069958847736;-1,36451948808368e-08;0,214986282578875;0,426405196932305;3,53921867955953;0,682830952427546;-0,293;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;27;25;32;95.59;96.3;97.45;96.78;33;1.97337723506393;TRUE;TRUE;FALSE;TRUE;FALSE
"INGGroup-2012";"IndustrialAl";2012;"2012-01-01";-2,37e-06;-5,02e-07;-2,73e-07;-3,9e-07;-1,18e-07;-6,56e-09;0,000339;0,00338;0,00513;0,00559;0,00707;0,022;-2,37e-08;-5,02e-09;-2,73e-09;-3,9e-09;-1,18e-09;-6,56e-11;14;"Life";124;"CANADA";"English";1;25,59;25,57;25,66;55934,9;42050670;12,92;1,116;0,91;0,988;3,86;2880629;91024;314654;513330;513330;1179;40,34;1029685;1476;67,39;FALSE;0,00748273452004451;25,615;55934900;1431374091;0,0244867679872877;24,462141156651;21,7812745100256;TRUE;0,0035135662697638;34,44;-25,6968641114983;-1,79525841468865e-08;-0,228281068524971;0,614507162946036;3,2422016501717;0,565754490248265;-0,39;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;29;27;25;94.87;95.59;96.3;97.45;32;1.60874822030773;TRUE;TRUE;FALSE;TRUE;FALSE
"INGGroup-2013";"IndustrialAl";2013;"2013-01-01";-1,38e-06;-2,27e-07;-1,05e-07;-1,53e-07;-4,71e-08;0;0,000274;0,00194;0,00253;0,00289;0,00366;0,0106;-1,38e-08;-2,27e-09;-1,05e-09;-1,53e-09;-4,71e-10;0;10;"Life";124;"CANADA";"English";1;39,65;39,62;39,71;51204,2;40245099;12,45;0,565;1,32;0,931;2,35;4431766;99342;332565;525452;523552;1189;17,36;510250;1504;75,78;FALSE;0,00826349066752203;39,665;51204200;2030246530;0,0126785624257006;24,418254069422;22,2120639871636;TRUE;0,00226900289928157;25,59;54,9433372411098;-2,70623964017873e-08;0,585814771395076;0,515433552777274;3,68009094808086;0,494506929030148;-0,153;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;32;29;27;95.44;94.87;95.59;96.3;25;2.16454414212689;TRUE;TRUE;FALSE;TRUE;FALSE
"INGGroup-2014";"IndustrialAl";2014;"2014-01-01";-5,7e-07;-2,03e-07;-1,08e-07;-1,39e-07;-4,04e-08;0;0,000521;0,00332;0,00628;0,00699;0,00978;0,0259;-5,7e-09;-2,03e-09;-1,08e-09;-1,39e-09;-4,04e-10;0;16;"Life";124;"CANADA";"English";1;43,72;43,36;43,72;46826,7;44598138;12,21;2,229;1,38;0,968;2,17;4086885;100775;365110;442695;442695;1103;18,32;578699;1471;71,3;FALSE;0,00818666465402659;43,54;46826700;2047263324;0,0129758556287709;24,520957946222;22,1310489031341;TRUE;0,00826825907211758;39,65;10,264817150063;-5,01392126559332e-09;0,127061790668348;0,464665839741999;3,77780566330834;0,576273420446813;-0,139;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;33;32;29;95.12;95.44;94.87;95.59;27;1.40601892152519;TRUE;TRUE;FALSE;TRUE;FALSE
"INGGroup-2015";"IndustrialAl";2015;"2015-01-01";-8,5e-07;-3,26e-07;-1,97e-07;-2,27e-07;-9,75e-08;0;0,000528;0,00311;0,00418;0,00448;0,00536;0,0211;-8,5e-09;-3,26e-09;-1,97e-09;-2,27e-09;-9,75e-10;0;17;"Life";124;"CANADA";"English";1;31,16;31,14;31,19;45855,8;39190833;10,02;0,618;1,09;0,882;2,93;3435872;102435;276666;367115;367115;1000;22,79;659742;1478;80,29;FALSE;0,00705945699087335;31,165;45855800;1428866728;0,0168340897474672;24,3917087043544;21,9575365877552;TRUE;0,00160436386972568;43,72;-28,7282708142726;-2,01056334003225e-08;-0,267108874656908;0,447657538927125;3,43913522100255;0,51983321590184;-0,227;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;29;33;32;95.96;95.12;95.44;94.87;29;1.11219023701797;TRUE;TRUE;FALSE;TRUE;FALSE
"InsuranceAus-2005";"INGGroup";2005;"2005-01-01";-1,29e-07;-1,29e-07;-1,29e-07;-1,29e-07;-1,29e-07;-1,29e-07;0,000682;0,000682;0,000682;0,000682;0,000682;0,000682;-1,29e-09;-1,29e-09;-1,29e-09;-1,29e-09;-1,29e-09;-1,29e-09;NA;"Composite";528;"NETHERLANDS";"French";2;22,0029;21,9935;22,0029;2865930;1411375494;28,31;0,9084;1,85;1,106;4,77;77456028;2821065;8798818;20857225;21749310;1;862,62;295137481;1;95,04;FALSE;0,00623421480492278;21,9982;2865930000;63058771197;0,209113366538303;27,9755858724603;25,0729762316392;TRUE;0,000427307688810876;31,16;-29,3873555840822;-4,66031213510952e-10;-0,258379332477535;1,01590356833324;3,09117426285288;NA;-0,129;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;TRUE;FALSE;FALSE
"InsuranceAus-2006";"INGGroup";2006;"2006-01-01";-1,43e-08;-4,27e-09;-2,15e-09;-2,84e-09;-9,69e-10;-8,42e-12;0,000278;0,000309;0,00033;0,000547;0,000621;0,00382;-1,43e-10;-4,27e-11;-2,15e-11;-2,84e-11;-9,69e-12;-8,42e-14;33;"Composite";528;"NETHERLANDS";"French";2;32,0013;32,0013;32,0505;2965487;1558374391;26,22;1,6402;2,34;1,297;3,78;92462919;2801607;9842316;13295828;14018775;1;765,82;300214952;NA;97,68;FALSE;0,00631575830355133;32,0259;2965487000;94899439133,1;0,192646230414088;28,0746643368198;25,250073525417;TRUE;0,00153625659232056;22,0029;45,4412827400024;-4,78836081781719e-10;0,513359602597839;1,05849499947709;3,46577652697455;0,416598972661981;-0,00284;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;NA;NA;NA;27.15;NA;NA;NA;NA;0.648856336260979;FALSE;FALSE;TRUE;FALSE;FALSE
"InsuranceAus-2007";"INGGroup";2007;"2007-01-01";-2,11e-08;-2,62e-09;-1,69e-09;-2e-09;-7,81e-10;-1,27e-11;0,000288;0,000303;0,000325;0,000442;0,000592;0,00376;-2,11e-10;-2,62e-11;-1,69e-11;-2e-11;-7,81e-12;-1,27e-13;33;"Composite";528;"NETHERLANDS";"French";2;30,9358;30,9358;30,9566;3808500;1769919771;28,98;0,9494;1,98;1,543;4,68;76238549;2734347;12543650;14893294;16485514;1;809,72;364255875;NA;96,78;FALSE;0,00708712914874829;30,9462;3808500000;117818994300;0,205803608145581;28,2019553343683;25,057133064107;TRUE;0,000672134220033518;32,0013;-3,32955223694037;-2,82598389130144e-11;0,014921268823454;1,39283711979496;3,43191408932418;0,435028569666943;-0,002;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;16;NA;NA;81.44;27.15;NA;NA;NA;0.971991849529781;FALSE;FALSE;TRUE;FALSE;FALSE
"InsuranceAus-2008";"INGGroup";2008;"2008-01-01";-2,1e-07;-9,14e-09;-4,06e-09;-1,29e-08;-2,04e-09;-2,12e-11;0,000128;0,000415;0,000611;0,00102;0,001;0,0118;-2,1e-09;-9,14e-11;-4,06e-11;-1,29e-10;-2,04e-11;-2,12e-13;32;"Composite";528;"NETHERLANDS";"French";2;23,9706;23,9023;23,9706;5403642;1952459470;-4,85;1,7728;1,17;0,842;7,4;22009667;2639339;-1709731;866718;-754119;1;764,91;424679995;1199;97,45;FALSE;-0,00087568066137629;23,93645;5403642000;129528540925,2;0,217510274361803;28,3001109604422;23,8147476028837;TRUE;0,0028533888692768;30,9358;-22,515014966479;-1,73822733969145e-10;-0,19793249245211;2,04734670309498;3,17682807942213;0,860587959671717;-0,0129;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;21;16;NA;92.73;81.44;27.15;NA;NA;0.965920830993824;TRUE;FALSE;TRUE;FALSE;FALSE
"InsuranceAus-2009";"INGGroup";2009;"2009-01-01";-1,73e-07;-3,46e-08;-1,54e-08;-2,69e-08;-7,21e-09;-3,48e-11;-0,0756;0,000255;0,000474;0,000802;0,000948;0,0253;-1,73e-09;-3,46e-10;-1,54e-10;-2,69e-10;-7,21e-11;-3,48e-13;25;"Composite";528;"NETHERLANDS";"French";2;10,5531;10,5421;10,5531;6392631;1650603596;-4,13;2,8327;0,53;0;7,7;37344200;3784514;-2202342;785121;-1156944;1;632,55;336331895;1333;96,3;FALSE;-0,00133426463224548;10,5476;6392631000;67462074206,1;0,203762972415092;28,1321621527043;24,3434434486489;FALSE;0,00104289127384438;23,9706;-55,974819153463;-8,29722734618737e-10;-0,55974819153463;1,68915506720282;2,35641965562245;0,419164305824149;-0,0269;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;6;21;16;94.66;92.73;81.44;27.15;NA;1.2699392971246;TRUE;TRUE;TRUE;FALSE;FALSE
"InsuranceAus-2010";"INGGroup";2010;"2010-01-01";-3,99e-08;-1,26e-08;-8,69e-09;-9,2e-09;-4,03e-09;-8,45e-11;0,000116;0,000139;0,000284;0,000448;0,000532;0,00289;-3,99e-10;-1,26e-10;-8,69e-11;-9,2e-11;-4,03e-11;-8,45e-13;27;"Composite";528;"NETHERLANDS";"French";2;8,9885;8,9873;8,9923;7459881;1566725721;6,93;1,1595;0,63;0;0;34830681;3780261;3517202;7260954;6668636;1;561;305514401;1357;95,59;FALSE;0,00224493793192791;8,9898;7459881000;67053140368,5;0,195001841678452;28,0800090295214;24,2737644732434;FALSE;0,000556185899575161;10,5531;-14,8259753058343;-2,21107798712408e-10;-0,148259753058343;1,97337723506393;2,19594598250433;0,289733700424724;-0,0092;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;6;6;21;95.54;94.66;92.73;81.44;16;0.825887449774622;TRUE;TRUE;TRUE;FALSE;FALSE
"InsuranceAus-2011";"INGGroup";2011;"2011-01-01";-4,66e-08;-1,58e-08;-9,07e-09;-1,15e-08;-4,66e-09;-1,07e-10;0,000103;0,000181;0,000336;0,000441;0,000575;0,00264;-4,66e-10;-1,58e-10;-9,07e-11;-1,15e-10;-4,66e-11;-1,07e-12;29;"Composite";528;"NETHERLANDS";"French";2;7,7309;7,7309;7,7323;6084696;1828460096;9,56;1,9869;0,44;0;0;30263346;3782255;4678518;8693610;9551315;1;518,04;346299555;1417;94,87;FALSE;0,00255872031893662;7,7316;6084696000;47040176306,4;0,189394100400428;28,2344952509452;24,1332031142102;FALSE;0,000181075068549885;8,9885;-13,9912109918229;-2,97431190743501e-10;-0,139912109918229;1,60874822030773;2,04522528531742;0,366376905530153;-0,0115;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;6;6;6;95.21;95.54;94.66;92.73;21;0.908665441073904;TRUE;TRUE;TRUE;FALSE;FALSE
"InsuranceAus-2012";"INGGroup";2012;"2012-01-01";-3,83e-08;-1,59e-08;-9,52e-09;-1,12e-08;-5,08e-09;-1,08e-10;0,000133;0,000183;0,000425;0,00055;0,000745;0,00241;-3,83e-10;-1,59e-10;-9,52e-11;-1,12e-10;-5,08e-11;-1,08e-12;32;"Composite";528;"NETHERLANDS";"French";2;7,3237;7,3212;7,325;8228402;1468490499;6,31;3,1521;0,39;0;0;33777181;3801448;3145923;3183674;11911723;216;366,83;261299118;1424;95,44;FALSE;0,00214228352321127;7,3231;8228402000;60262347727,4;0,177937220688821;28,0152561176969;24,2430512930972;FALSE;0,000518905927817458;7,7309;-5,26717458510653;-8,74040839666351e-11;-0,0526717458510653;2,16454414212689;1,99111566474996;0,225170283979057;-0,0112;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;6;6;6;94.77;95.21;95.54;94.66;6;0.883917437474444;TRUE;TRUE;TRUE;FALSE;FALSE
"InsuranceAus-2013";"INGGroup";2013;"2013-01-01";-2,62e-08;-1,09e-08;-6,84e-09;-7,79e-09;-3,62e-09;-1,14e-10;9,51e-05;0,000162;0,000329;0,000465;0,000626;0,00297;-2,62e-10;-1,09e-10;-6,84e-11;-7,79e-11;-3,62e-11;-1,14e-12;33;"Composite";528;"NETHERLANDS";"French";2;11,7722;11,7682;11,7722;5394754;1446552266;5,33;1,1789;0,71;0;0;51941721;3836900;3604170;5532917;12185017;224;370,1;235335291;1440;95,12;FALSE;0,00249155878063517;11,7702;5394754000;63508123038,8;0,162687029381073;28,000204093444;24,6733881770179;FALSE;0,000339841294115611;7,3237;60,7411554269017;-9,56431378083021e-10;0,607411554269017;1,40601892152519;2,46574081969344;0,198158712827612;-0,00779;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;21;6;6;93.27;94.77;95.21;95.54;6;0.896452621452622;TRUE;TRUE;TRUE;FALSE;FALSE
"InsuranceAus-2014";"INGGroup";2014;"2014-01-01";-1,87e-08;-7,3e-09;-4,59e-09;-5,07e-09;-2,01e-09;0;9,65e-05;0,000447;0,00048;0,00066;0,000907;0,0148;-1,87e-10;-7,3e-11;-4,59e-11;-5,07e-11;-2,01e-11;0;29;"Composite";528;"NETHERLANDS";"French";2;13,5623;13,5557;13,5623;4287004;1312186052;1,03;0,875;0,78;0,159;0;55234896;3854560;2742898;4559588;10231947;127;346,08;230902224;1452;95,96;FALSE;0,00209032705066431;13,559;4287004000;58141634349,2;0,175967595180626;27,9027156043235;24,7348607644048;TRUE;0,000486761560587109;11,7722;15,2061636737398;-2,61536570144377e-10;0,165568033162875;1,11219023701797;2,60729388464817;0,231998339555351;-0,00507;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;21;21;6;91.26;93.27;94.77;95.21;6;0.737458874458874;TRUE;TRUE;TRUE;FALSE;FALSE
"InsuranceAus-2015";"INGGroup";2015;"2015-01-01";-5,08e-08;-6,73e-09;-4,32e-09;-4,9e-09;-2,03e-09;-2,35e-12;0,000316;0,000364;0,000391;0,000547;0,00068;0,00241;-5,08e-10;-6,73e-11;-4,32e-11;-4,9e-11;-2,03e-11;-2,35e-14;18;"Composite";528;"NETHERLANDS";"French";2;14,8839;14,8782;14,8839;5191483;951475082;8,09;1,8441;1,06;0,735;2,28;54495570;3868719;5575648;6641448;11212393;177;358,57;194053601;1457;95,53;FALSE;0,00586000422447217;14,88105;5191483000;77269513823,7;0,203950271185347;27,5812793352157;24,7213852509082;TRUE;0,000383037487274146;13,5623;9,74465982908503;-1,26112675849874e-10;0,151640945857266;1,34191265894473;2,70028009183778;0,260644313768275;-0,0049;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;21;21;21;95.33;91.26;93.27;94.77;6;0.749829987184964;TRUE;TRUE;TRUE;FALSE;FALSE
"IslamicArabI-2005";"InsuranceAus";2005;"2005-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-Life";36;"AUSTRALIA";"English";1;4,2644;4,2568;4,2568;1034277;12742545;23,15;0,9072;2,58;0,2;4,69;7230517;1594000;551727;1048356;1001561;148;23,91;598521;1;27,15;FALSE;0,0432980224907976;4,2568;1034277000;4410570838,8;0,046970287332711;23,2682122316613;22,7015763781677;TRUE;0;NA;NA;NA;NA;0,648856336260979;1,45030149109418;NA;NA;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE;FALSE;TRUE
